"id","person_id","email","password_hash","is_superadmin","is_locked","status","expired_at","created_at","updated_at","deleted_at","deleted_reason"
"35a8fdbb-8cf6-4e14-bf9f-c0ba0283b0a3","4210b6ab-9fd8-4bec-b930-810ec974e5ff","test_115c6449@test.local","$2b$12$lKrr9C8EV.K5AtwJlVjZmua.CZ/ViIB87.FaQd3F8AEApVa/3hMQO","false","false","ativo",,"2026-01-08 22:10:45.36902+00","2026-01-08 22:10:45.36902+00",,
"35bf5c37-51ff-4cdb-aebb-ac1db63c78f0","1cf20985-b246-4de5-903e-f10c2fd37402","pendente.teste.221535@hbtrack.com",,"false","false","inativo",,"2026-01-07 01:15:42.795482+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"3726238c-3551-4a25-b1f3-d9192a9bae41","cfc72421-e427-49e6-b29e-c68c76b5559a","test_4eac0834@test.local","$2b$12$kfe1DUk9A4HZLgc1MB/D2erFyXxVt80xwfR8hMyKs7bXy.L31eZzK","false","false","ativo",,"2026-01-08 22:10:58.925441+00","2026-01-08 22:10:58.925441+00",,
"37c96fc7-c591-40ce-8b1e-8004ea94db2f","85a640d0-1fc8-489a-9e7e-01cfc5b0d46d","coordenador@teste.com","$2b$12$3XLA7mlGZS9kRNf76uc0e.sNljAWEWlA8Fcbo3TC9.dKc/G3DFM7C","false","false","ativo",,"2026-01-01 13:01:17.944426+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"381b75c8-cc4a-4267-806c-0e2612b9f37c","b4ef9929-569a-4a4c-81c6-c49922bc8f38","test_8c14eb8b@test.local","$2b$12$OgHSw0Uon9yoPwZaanJf6uXE3wKdzMy.k/AQLHb9Ogls3CcvtcgJm","false","false","ativo",,"2026-01-08 22:34:49.08758+00","2026-01-08 22:34:49.08758+00",,
"384d27a8-66af-44a2-b853-36d391212fab","670fb61a-ff9e-480d-bb8a-d6cd53ee9c98","e2e_invite_1768016242312_h96xdt@teste.com",,"false","false","inativo",,"2026-01-10 03:37:23.084733+00","2026-01-10 03:37:23.084733+00",,
"38a6425e-e343-4642-9b34-6cc594a9f457","6f35b6a0-0a23-4aab-aaee-c88fcf176084","test_coach_224432@hbtest.com","$2b$12$EsdHCilSlLFjBgbvPll3le.MVCGl5JK2DCA9YeOBebnaLWr1F60e.","false","false","ativo",,"2026-01-01 01:44:33.372208+00","2026-01-01 01:45:13.315689+00","2025-12-31 22:45:15.406974+00","E2E Test cleanup"
"392244a1-3688-4180-a5a5-64c2662cc501","802c0f73-3fa0-41fd-a4d2-b6c8d943b4e4","test_a0c072e8@test.local","$2b$12$x9Mp9HLBxeJobA4Wfhcx8eTBXuwSPxyyc8iIj42Wr4KHXzQZcIt/y","false","false","ativo",,"2026-01-08 19:59:33.772777+00","2026-01-08 19:59:33.772777+00",,
"39ce0910-7d38-4da9-b933-f047a7b3641b","025420e0-5e9c-41ba-bf95-d39843d7996a","e2e_invite_1768016454718_c367en@teste.com",,"false","false","inativo",,"2026-01-10 03:40:55.26465+00","2026-01-10 03:40:55.26465+00",,
"3a04cca9-eadb-45e0-901b-59512591cb8a","8c0cb7a5-fee3-4a1b-a14b-be5142f3d32d","test_95b6dbf8@test.local","$2b$12$319TxNE6ei7G1b42Uq6iCOknMWCdSygOkIP62C.e/Si15lzT5bX8y","false","false","ativo",,"2026-01-08 23:53:06.841606+00","2026-01-08 23:53:06.841606+00",,
"3c5934be-b4c8-4914-989e-73237a78871d","06d67096-0120-41c2-93f9-deca93cd3f79","pendente.teste.222359@hbtrack.com",,"false","false","inativo",,"2026-01-07 01:24:01.102409+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"3ed7a2aa-8699-48d2-b7e1-7bcdbee3fffb","3bde350e-58ac-4627-bf69-de1a8f130b35","test_1ff15e00@test.local","$2b$12$1AUGz/wG.BDfwjCt1IQZ3e0vj05ZYr4qD2idxVpSNGDYdQ8L9XY.G","false","false","ativo",,"2026-01-08 21:18:33.763269+00","2026-01-08 21:18:33.763269+00",,
"3fb24119-f9eb-4905-b476-918ac9af1287","c7199bc1-ec72-4e25-b1bb-b77fa57e36c6","test_5445097f@test.local","$2b$12$Q6Qi0f6bbz.PAS.VPd3ZsO22ZoFQf0iMpJ6ikwEO6l/R8z.f.G0Lu","false","false","ativo",,"2026-01-08 19:57:01.708987+00","2026-01-08 19:57:01.708987+00",,
"40b0684f-ef5a-41f3-aa33-a6a883ea9f2d","ff5e7fc7-415a-4b00-9cca-1cf767c16735","pendente.teste.221241@hbtrack.com",,"false","false","inativo",,"2026-01-07 01:12:48.116735+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"414d9a5c-80ce-47c9-94ef-f6967d9dcd60","59cbd68d-d3c5-4e5f-acfc-8623cc9c1665","test_37fe38e3@test.local","$2b$12$xeaO4M4SYT/w3zlPNIZhWeO5vm.Q/WmqBILpUKlNboMxbniyWB0wq","false","false","ativo",,"2026-01-08 22:00:08.795778+00","2026-01-08 22:00:08.795778+00",,
"41ca45cd-21fd-4afb-8422-9e97480c076c","c5fecbd7-71c2-45f0-9ae3-4db1d630cc49","test_4d0be3c3@test.local","$2b$12$fLHXBDWySrhti7x6MYzCluG.rpDjbxHRsuY8YFGhgmjOwA.6Da7Tu","false","false","ativo",,"2026-01-08 21:29:49.647291+00","2026-01-08 21:29:49.647291+00",,
"427b7903-c0ee-4d84-96c9-fa969de16ed6","f7c5ee05-9504-4f66-bd23-2dc6ce43954f","test_b7221044@test.local","$2b$12$cQX6KjGyNxuWdDbyQOYBSupqZu90DBrGspv32nemsP9TNGX7lz5Qu","false","false","ativo",,"2026-01-08 21:08:06.87773+00","2026-01-08 21:08:06.87773+00",,
"429fe1e9-78e3-41be-b82f-a09078d65024","40e11de3-a2bb-4a8b-8647-131f5e3a2b80","test_6e81a9b7@test.local","$2b$12$ZApuuqNc9ih9HUH.IuSGVettVGC2uoLFkz3fpOszM6PCVOzvDWDeS","false","false","ativo",,"2026-01-08 21:22:00.158772+00","2026-01-08 21:22:00.158772+00",,
"43e33ed9-af56-434b-9534-ac967a99c731","b3a325b3-45ea-4fbb-8298-e7d2e63ce7d8","test_coach_223753@hbtest.com","$2b$12$EsdHCilSlLFjBgbvPll3le.MVCGl5JK2DCA9YeOBebnaLWr1F60e.","false","false","ativo",,"2026-01-01 01:37:53.412487+00","2026-01-01 01:38:08.680206+00","2025-12-31 22:38:10.768886+00","E2E Test cleanup"
"443d1845-a1e8-42dd-bd4d-95b97eff57e5","cba2f2d0-8180-445a-93a8-cc6ee78a7851","test_5b56962f@test.local","$2b$12$ldFMMN5Gooooz1sfv8jOv.9aOYV1vm3Hf3ODZh4Jd4gu1ICy5DPVC","false","false","ativo",,"2026-01-08 21:32:31.959+00","2026-01-08 21:32:31.959+00",,
"45797bba-b1c0-449e-b8d6-b8668ae1bbc5","116465e6-a6a4-479d-a0f4-1d6d407fa8e9","test_36304016@test.local","$2b$12$OVQqQ7XqlWaFPGnHuuZKz.AZdd/4mX1tiLgwpiGY9TFbNoXefDGUG","false","false","ativo",,"2026-01-08 22:00:16.144798+00","2026-01-08 22:00:16.144798+00",,
"46f648bd-62fb-4320-99ba-b56234cda9ed","07510ec5-aad2-4ec1-b8db-cf42b4d1bd32","test_3e1439b2@test.local","$2b$12$aC7kwBb6xATR07SXmsVpY.9FLBbMrzH3GOmG4a4g5XJlQySbWgIiW","false","false","ativo",,"2026-01-08 20:54:03.282737+00","2026-01-08 20:54:03.282737+00",,
"46f8fe19-125c-420d-9a0b-b77a4928fbe1","bb4f2271-c01a-473e-b4ae-d0c2ee0497a9","test_b0a01de5@test.local","$2b$12$bPxEjmH2MzbNApHt.PVe8e9kqpv2sVb0djlgAjuxwEwmmZxSPyNaG","false","false","ativo",,"2026-01-08 21:24:07.990178+00","2026-01-08 21:24:07.990178+00",,
"471b4f02-4149-42b7-bb71-3ee13b208b9c","eebcc83a-3a73-46a3-aa99-6dae3423dfb1","test_82f00fa3@test.local","$2b$12$yq0SVCfE6iS5Ml97aGcX5uuHQ8OgaVjpjIB020LYZxsz0TKHCHYbS","false","false","ativo",,"2026-01-08 21:12:52.858494+00","2026-01-08 21:12:52.858494+00",,
"4980dc48-6fd5-463b-af30-0b73e592fe95","be501704-af4a-49b7-b624-935a6cf7a6bc","test_coach_223611@hbtest.com","$2b$12$EsdHCilSlLFjBgbvPll3le.MVCGl5JK2DCA9YeOBebnaLWr1F60e.","false","false","ativo",,"2026-01-01 01:36:11.853808+00","2026-01-01 01:36:26.430709+00","2025-12-31 22:36:28.518385+00","E2E Test cleanup"
"49c318cb-4303-45ee-a322-e29a003e33e1","4e475e32-9e4e-4bc7-a9cd-329159fa44c4","test_026a5c50@test.local","$2b$12$8AniCVM/LX8kAaLF2ApWPeStCR.dK/Nq3h9FnZ11WH0HjSMeL2fGi","false","false","ativo",,"2026-01-08 22:00:20.772643+00","2026-01-08 22:00:20.772643+00",,
"4a1bf717-58f4-4a41-a7be-a74145a402c7","7cf98767-68ec-452b-bb57-0b763331a908","test_0904355c@test.local","$2b$12$mp9jcnxq2f9xek0Sy2zVJ.vGg4BZctNEjIsPi.m8t0QSBe7uQ0qJq","false","false","ativo",,"2026-01-08 20:16:22.72609+00","2026-01-08 20:16:22.72609+00",,
"4a4da236-1b23-4739-bbea-a7e4d04f367c","5a122c76-7ca3-4573-b4f7-bc013c62934c","test_66454590@test.local","$2b$12$fnaZP6kMgmS8RP/4cMNM6ew0DKxbkmQgD2BTkiEvBl4P1f7WTgkxC","false","false","ativo",,"2026-01-08 22:06:40.871719+00","2026-01-08 22:06:40.871719+00",,
"4cab82b2-9a7a-4b3a-8a6f-18a4dc9fc28d","7f5e779c-b39a-4714-8998-194b44ea0186","test_ae682d00@test.local","$2b$12$AGd0bHHPtfD1FPFRQIW9EOlAlWll3PW.pMZtnuodsyzV/bheatJpC","false","false","ativo",,"2026-01-08 21:18:49.92223+00","2026-01-08 21:18:49.92223+00",,
"4dd052b6-a3f7-4671-a460-d4a01a862ae2","e1518db5-3866-4fc3-8cc8-ffd0a6a80867","test_9df5e19b@test.local","$2b$12$dFVreE46VATPqSEfs2a.Ve0j.u/cY3j3Sq1JqOp2RSxGkX/uo.ZfG","false","false","ativo",,"2026-01-08 22:06:26.374217+00","2026-01-08 22:06:26.374217+00",,
"4fa17b19-401d-4cab-8073-47e973e868fc","81501762-469c-4a7d-bb0a-3fea96f65ab6","test_f4d59983@test.local","$2b$12$NRpbdql7IgOqYVNp7OswoeKjh3Kc1DZbT/x3TSMOreFrMOUJ8Fi6q","false","false","ativo",,"2026-01-08 19:57:13.928984+00","2026-01-08 19:57:13.928984+00",,
"51407692-4f11-4662-a111-a550d9a51a48","da11a782-9397-4ff5-a70c-fe6ff6f201c0","test_21acc609@test.local","$2b$12$j5xhnvQHSdSBn9PPjbq9JuPvwLng/WeNQyvdNSrTvwz43JH4vVfhG","false","false","ativo",,"2026-01-08 22:34:10.203936+00","2026-01-08 22:34:10.203936+00",,
"51a76040-6fef-4e16-bd66-8a6f9ef4cf2e","36faba06-2a09-4191-9a15-e81606b58e5f","test_ea31bf70@test.local","$2b$12$7nTQzND7xm3a/p6cUcLa7eHbwvs6SYhDxim.B0Rw6ssPxgKWGmMCy","false","false","ativo",,"2026-01-08 21:31:03.357819+00","2026-01-08 21:31:03.357819+00",,
"51e653f4-e86a-44f6-8149-4920040eb433","d2feb8f6-f786-4264-af95-89242d157398","test_fcaef077@test.local","$2b$12$w9JUNw5bTxGeGkC9ss799esk7VaM98y/jxJQLdN2v6XbBC6bhIsxK","false","false","ativo",,"2026-01-08 21:08:26.974041+00","2026-01-08 21:08:26.974041+00",,
"520639d3-62f3-4251-a0d7-3d23849dd179","30ee6872-8da3-466f-a4bf-334c6f90ade1","test_c8e57545@test.local","$2b$12$DDT6Gy.qOb2ftNsNzqfuwupEbcXZRk4jaH7XmYayu53.mtvnr7h/e","false","false","ativo",,"2026-01-08 21:23:45.902215+00","2026-01-08 21:23:45.902215+00",,
"52194b68-d141-41e3-9e87-93a503e8e847","4e5eb53f-d6a3-4c72-9c41-914ab0c05133","test_2a2d60c9@test.local","$2b$12$t1iWS8d/FH2ks/UHmngrHeJOigmsMtyKQlVlIdywK6ch2mFJog/sS","false","false","ativo",,"2026-01-08 21:59:42.505405+00","2026-01-08 21:59:42.505405+00",,
"5247571b-1a18-48f2-9919-f6dafd54bab2","5f53d3a1-73b9-4c54-a521-a9986ecd9a32","test_4c9f491e@test.local","$2b$12$tGdi4UWuTCmfTfExNi4JbOrfYQMFwdW72rW/HfIFa9OJndB5QpTau","false","false","ativo",,"2026-01-08 22:06:33.883712+00","2026-01-08 22:06:33.883712+00",,
"524838d6-73dc-4013-ac48-d28383be603d","15cd67f9-0e2f-4797-80bf-d42f8e5d6337","test_735a7b5e@test.local","$2b$12$24sjtihOhFLPaM8cEQPRMeb.4NMlk9srVtq/s3UH4pedBb5wQ8zY6","false","false","ativo",,"2026-01-08 23:42:47.902059+00","2026-01-08 23:42:47.902059+00",,
"525b885d-6a43-4cd3-a72e-8d155f5cd240","570a6ddc-4876-410d-93fc-e98adb55ceca","e2e_invite_1768016445335_z6l8w@teste.com",,"false","false","inativo",,"2026-01-10 03:40:45.997114+00","2026-01-10 03:40:45.997114+00",,
"52e53d53-f464-433a-a6b1-54f805a646b6","79369083-b1d1-4c7c-bc26-5fc6ed38f438","test_db70dcaa@test.local","$2b$12$IVIXO4YhtAxlbXnIPq8P1OQ5c7APZBwC56AA5eq07Dsp0N2gHuLcC","false","false","ativo",,"2026-01-08 19:59:08.940881+00","2026-01-08 19:59:08.940881+00",,
"535d4b78-741d-4869-9688-844e6522b7b9","796ccc7c-6591-458d-90d2-bd70e03c6c4b","test_b711fa64@test.local","$2b$12$0IfbrazxfEPw7CpDcPKrUObsRjvGembwnq6TosOmBISptOsTMOdTG","false","false","ativo",,"2026-01-08 21:30:56.78977+00","2026-01-08 21:30:56.78977+00",,
"53a971f8-bc4a-492c-82ad-67fc12536647","460487cf-6949-41ac-bb65-eb95ea0846a1","test_29088d6a@test.local","$2b$12$DcH1ZjR/IavYGe.G78FJf.zaGQRvwEkQDzpuv6wxFmpWJyaDv3RVu","false","false","ativo",,"2026-01-08 21:24:05.626066+00","2026-01-08 21:24:05.626066+00",,
"5464c706-94cb-4116-a763-1cd77a9eb090","242ed6cd-67f3-498f-9ef4-0adcc0e59945","test_217caf94@test.local","$2b$12$dNiFeSdiefV2D4.MJAnkFuKtaynrW4EEegsYOJ8Frx0BpXJU/EXp6","false","false","ativo",,"2026-01-08 21:19:06.853984+00","2026-01-08 21:19:06.853984+00",,
"54d07e9f-35b8-4f40-8294-35a3c4669692","35c97430-0b41-4b91-9d72-3445c5dd3319","test_314e9907@test.local","$2b$12$QVQf7HUCMfD18Go5pDpFa.A5LSzRsw3h8QHB0g4ZsJv7kmUelXG0.","false","false","ativo",,"2026-01-08 21:31:31.061849+00","2026-01-08 21:31:31.061849+00",,
"571c8ceb-bd84-4c0a-bdd8-ef26ad462580","69ede165-2b34-44bc-8a2b-86e657502f04","test_b9bc4f8a@test.local","$2b$12$ZKHjn3by7YxqnSD0oEuMwOvOq2i58Lh4iBNW6UcNgWbpsbLwz1Aay","false","false","ativo",,"2026-01-08 23:25:28.367796+00","2026-01-08 23:25:28.367796+00",,
"5759b426-af30-4dfb-ba79-163147a44648","02656024-463b-4496-a025-24931b6a6b7a","test_1679c0c9@test.local","$2b$12$9jb0FoSJlqTgVoQaf/QDFOMQ9woSLBQ/4nv2u08Z0ZZ8iKNxlr5UG","false","false","ativo",,"2026-01-08 22:10:51.473111+00","2026-01-08 22:10:51.473111+00",,
"58685de4-3866-4d60-8aae-36a7d557daa7","44f30b0b-5cbe-4ee8-a044-8afb520fc8c8","test_5a64b6a3@test.local","$2b$12$GLT4JPrSWc4WOsD6NpdyXuOvhfRKvluVPeld1BpCYlfcTsrinRuga","false","false","ativo",,"2026-01-08 22:10:38.789009+00","2026-01-08 22:10:38.789009+00",,
"598fe9b4-7aa8-41c2-a94f-d80f8bcd486e","8b3af00a-64ce-4a4c-b719-bd02ea7b3d78","test_b79020f2@test.local","$2b$12$p2sjxuhwx27ZonBKtVIxxug/M.uaud1GK5o9GZBOqruQwJaUODjlW","false","false","ativo",,"2026-01-08 19:56:59.392923+00","2026-01-08 19:56:59.392923+00",,
"5a172338-f6df-448a-b70c-07369f2dce09","a71d3cc0-7f2f-4057-a1ec-7c8e89d6b3da","test_ddb8143c@test.local","$2b$12$z66Tqee1uVlhvIoEcbv1fefHBgHAx0hCiR4.eJ5yUsQgSWPI0ZWJ.","false","false","ativo",,"2026-01-08 22:21:27.851601+00","2026-01-08 22:21:27.851601+00",,
"5b299e09-98a4-45b9-b9a8-80272105e0a1","91fcae4b-60c9-4c28-b121-c2e852985dc9","test_1822ca29@test.local","$2b$12$og3r9ZY8uXUrN2cKIIifpOfhkUImsnTFK60PfkT0xD2qn5/ll2Tui","false","false","ativo",,"2026-01-08 22:45:46.513577+00","2026-01-08 22:45:46.513577+00",,
"5bc5f159-357e-4c8d-93ba-a4659d066fc3","d4007eb7-a04e-4b45-9efb-79a5dd1a088c","test_c3758ac9@test.local","$2b$12$Xx6khQAwyO9xe.Z8ObadGOccOhDavWKX9StmQ7P5G1wyvPM39QJwG","false","false","ativo",,"2026-01-08 21:59:52.119967+00","2026-01-08 21:59:52.119967+00",,
"5c24068c-2bba-4b3d-9121-b0d8ce75ba94","43d62b83-8e9f-4f25-b2c2-b893310878fd","e2e_invite_1768016083253_rituwh@teste.com",,"false","false","inativo",,"2026-01-10 03:34:45.419413+00","2026-01-10 03:34:45.419413+00",,
"5cdcf281-06ab-469f-8a35-ff5b02862219","616333dd-2d63-4a03-81d0-d88ed6dab985","test_77d9889f@test.local","$2b$12$Ys9.MOyjKaqLIEc3kxb0HuD1hqwxB.eGAbMfumw.13iQYl.QAH942","false","false","ativo",,"2026-01-08 21:22:28.150381+00","2026-01-08 21:22:28.150381+00",,
"5d52c7b0-66b9-4b16-be61-fda943d38442","e169a455-f6e8-41a5-961e-adaace73fd70","test_97254971@test.local","$2b$12$imOCQpJCALGy7mfqlnEm7.EbxeQ2yyRiozNFDelWk5yreezErGtLS","false","false","ativo",,"2026-01-08 21:13:10.587366+00","2026-01-08 21:13:10.587366+00",,
"5dabe5e8-3591-4f12-b183-cfdf51fcc768","150c1e33-a6c4-41c0-ae35-57cf3536ba1c","test_f794327b@test.local","$2b$12$bvmWY3kq8.LrDxMVsY/ThOeU6Sx/wuC4sVTxi0KGvRrhH3Kv9G1Ve","false","false","ativo",,"2026-01-08 22:45:49.773287+00","2026-01-08 22:45:49.773287+00",,
"5dc87ccb-6a43-4c26-856f-65243fd6757d","b28937ec-7557-4d5c-a362-1a023a01b973","test_bf95a73a@test.local","$2b$12$ZmIIaNffFCv7fUSqRjVK8.kD33dJvCe68nPVYGpBBOA.6/Q0EsI.e","false","false","ativo",,"2026-01-08 21:31:15.997802+00","2026-01-08 21:31:15.997802+00",,
"5e1057aa-5bd8-438e-a1f5-9480177e20ef","fb0aeaa2-1551-44cd-a9bd-bdecfb09db91","test_5dfd43c8@test.local","$2b$12$2UIdm4ZoC6RSkLSlUajRUOXJ39ge7Nud4mWutTlY7F/aR1CVZ1Ewe","false","false","ativo",,"2026-01-08 23:53:25.914028+00","2026-01-08 23:53:25.914028+00",,
"5f7373e5-f02b-4a0e-a02f-27394416e5f1","36fd9875-9b89-4340-9ad8-138f4d7f348a","atleta@teste.com","$2b$12$tyArlqfb9tMp0qssPBi6xul5iYRL4sih3up4f8WIha2jJm4zjYQma","false","false","ativo",,"2026-01-01 13:01:28.044854+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"60b796f0-4fa5-4e87-ad06-f3e09166cab3","b4b6ef66-ded0-426c-8ded-70ada4dd6e42","test_d33e9e35@test.local","$2b$12$WVSnJuUjZnagEyRCJe95M.aeDOea4OqmizMsuAYbg4XRkkX1Cd0iC","false","false","ativo",,"2026-01-08 20:17:03.554012+00","2026-01-08 20:17:03.554012+00",,
"60fe2efe-9282-48a0-9f34-2278af15f1a9","03f0b9e8-44d5-487a-9e3a-4d68f4bbd144","e2e_invite_1768017465968_a8wbdn@teste.com",,"false","false","inativo",,"2026-01-10 03:57:46.620519+00","2026-01-10 03:57:46.620519+00",,
"61a229ea-8650-48cd-ba88-7f4d6549a70a","9e223926-894b-4483-9a9a-a607bd7190ae","e2e_invite_1768017848005_1mgcxm@teste.com",,"false","false","inativo",,"2026-01-10 04:04:08.643457+00","2026-01-10 04:04:08.643457+00",,
"63e5a542-6a38-40e4-9198-c442b7047148","587bd2a2-8413-4718-b0f4-4eee806da5b9","test_e60d2434@test.local","$2b$12$ejZgmMnd6KJQQ4EHpXXujeLz3N0qew/kyAxfBnwsD4ye3jyzx3MT2","false","false","ativo",,"2026-01-08 21:27:44.396039+00","2026-01-08 21:27:44.396039+00",,
"64ebe180-1634-4e9a-a3fb-6f1f7106e9d1","0bf72e53-75a7-4445-8dd4-5b37ede589eb","tasfa@gmail.com",,"false","false","inativo",,"2026-01-07 01:44:38.46025+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"653f5f33-db67-465d-895c-5d062b22dbab","1cb11102-55d8-4196-beb3-a4b1b6c166e8","test_3be382e1@test.local","$2b$12$FwFANTTJ2u4H875Sc4QkKu/DPa8erHdH7sfCJTwOLSD29BSRt2UfS","false","false","ativo",,"2026-01-08 23:43:07.833024+00","2026-01-08 23:43:07.833024+00",,
"65ce3ed0-4868-4b69-8afe-77c3166cd234","386264c7-2eba-41ff-8d29-e164a7f07495","test_96e95b5b@test.local","$2b$12$5GoKGVtVhskJmSyW04P2muw/7F9hITn38.FiPl8g6Gy9UIXoSvM0C","false","false","ativo",,"2026-01-08 20:16:43.308685+00","2026-01-08 20:16:43.308685+00",,
"69644d60-77d1-489c-9112-8011b2d4fcc0","5be386af-e2b0-43c4-8436-4e99fdf61d23","test_7a1b4561@test.local","$2b$12$zi/N6KfLOk.7.4rw6UEPyOkv5uoYKXtRyisVtLrgthBvWfTL3TUni","false","false","ativo",,"2026-01-08 23:13:00.554227+00","2026-01-08 23:13:00.554227+00",,
"69f4f764-024c-40ca-8400-9eb2e4b46f48","18b4cda1-bcab-43e9-9901-7c0e9045c816","test_bea221f0@test.local","$2b$12$x6gMAvMGXeBozksZY0sX..It5et.HKEHzGxYolVelJlhX5GqkKGUi","false","false","ativo",,"2026-01-08 19:59:41.060626+00","2026-01-08 19:59:41.060626+00",,
"6a498055-1611-40e4-9740-354009f5ea2b","daab4ff0-cd81-4123-8060-ddb07ab2d287","test_0bd80ed3@test.local","$2b$12$b7svy5CFIkr2gJMjsLJ1TOGg/T.9lP8q1buTYhPU1PfuoKUNZshwm","false","false","ativo",,"2026-01-08 21:19:09.482038+00","2026-01-08 21:19:09.482038+00",,
"6bc2af25-d8fc-4045-949e-a87220fd4610","1c2db6d8-411b-495f-92f2-c3827b6b5904","test_f67844d4@test.local","$2b$12$O4gA7Z5DuIvdqWKC0rI5V.CkNxHnwmKVGVK/q9/gl7HghbvACa8xu","false","false","ativo",,"2026-01-08 20:16:50.788544+00","2026-01-08 20:16:50.788544+00",,
"6d17aa30-5d07-4e93-840a-68c88d740479","d8119ac4-8a91-4b3a-81b1-2a468c5753da","test_118e4771@test.local","$2b$12$9p2Jx3PiuofCMudEGCbM6e2y1Xjia6rfkLeFcent7MgWcfsgMa5.2","false","false","ativo",,"2026-01-08 22:11:06.328999+00","2026-01-08 22:11:06.328999+00",,
"6f7e44d1-1889-4ab0-b81a-ab2392e04414","0983033e-3b74-49aa-8ac8-e9e62fb373a8","handtv.rj@gmail.cm",,"false","false","inativo",,"2026-01-06 16:18:15.429772+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"6f81b38e-c058-4a65-b674-2db681b87632","154ec31b-42f6-458b-9d7c-feda02385c04","test_591d89aa@test.local","$2b$12$37hLpqPaAtuktzfMgDb1ZO1ebvIFbkjPzlU6mSIOQGpxNhaI1nC2G","false","false","ativo",,"2026-01-08 19:59:18.39263+00","2026-01-08 19:59:18.39263+00",,
"6fc709b2-02a2-4cdd-b44f-de82627871d3","37ff7dfb-301f-4c49-88d9-98cf0d426d37","test_f2ab0fe8@test.local","$2b$12$VufciVJwSXAUdJ658rLxkeSj2pwojRHdkvjq0lro21mF8Y.Imeary","false","false","ativo",,"2026-01-08 21:31:18.2861+00","2026-01-08 21:31:18.2861+00",,
"6fdb2132-6917-4afb-ad6f-1846b2c27739","ae2eb460-4058-4f65-a0ec-3059096c6341","test_487f1ba3@test.local","$2b$12$5oxSPM9t.GjWRotcorSubOnL0YuXtWxd1jCx.WNPubBcEWqTxW1o2","false","false","ativo",,"2026-01-08 20:17:05.850276+00","2026-01-08 20:17:05.850276+00",,
"712ed65c-f4d2-4b76-8146-4998dcb8a60c","1ea1f1d3-b3e2-49f7-af3a-29f03a9731a9","test_eca68f63@test.local","$2b$12$3bu2TyvjdVK8aii2lYXGW.tBga3lLHiAbpg/0P.1qJEEARtuP0b7G","false","false","ativo",,"2026-01-08 19:57:06.316894+00","2026-01-08 19:57:06.316894+00",,
"71c1118e-d8e9-4ffc-b2c8-3d0c277ab2e2","17006490-1dd4-4604-bb0a-94c11f408725","test_9caf108b@test.local","$2b$12$MZV/pSwBKvd1SN4Ta6VyB.mCT0MiD4DyDJt2GOHMq0H07xeBhR3jq","false","false","ativo",,"2026-01-08 21:24:03.250548+00","2026-01-08 21:24:03.250548+00",,
"74372f6a-bd6b-40fc-8859-c0aad5c0d4bb","043c1591-1fdf-4998-8a12-79938120714e","test_03745ff5@test.local","$2b$12$gLt6vjIskBPhZUwpzGWi2u20ptyL.1ZdH1tMg16H7WUcLg4JZu4xK","false","false","ativo",,"2026-01-08 21:21:53.757025+00","2026-01-08 21:21:53.757025+00",,
"748ed0e4-af07-4618-8fdf-933e5d2ed114","c476ca09-a3fe-498a-99b2-5143050678d6","test_2b848af1@test.local","$2b$12$ZdYxrJ8Gx/ML3aB5MITPSuFCMhGTa2MkZN0o/F1dl36uARW3luFeG","false","false","ativo",,"2026-01-08 21:08:10.229682+00","2026-01-08 21:08:10.229682+00",,
"74b175e2-5396-4000-a762-bb8813cc74f5","8a29fcb1-8e2b-46ff-a1c7-c58f9cf7a4d5","test_3532ae9f@test.local","$2b$12$cytvGVfH0rBreMu9txR4Re0xQuL/3mK87UOJQnfKC9JwOAd8p7wkC","false","false","ativo",,"2026-01-08 20:50:50.958042+00","2026-01-08 20:50:50.958042+00",,
"74b803a2-334c-4ed4-9b8c-a58471ef72a9","e0aecff9-747d-4c9b-86e7-767a68cef38b","test_d1807aea@test.local","$2b$12$89gy09rjEHEYUL5JjQeEceNxHlNdD9wN.kIpctmfZDct5jfI.wJUW","false","false","ativo",,"2026-01-08 21:32:49.327227+00","2026-01-08 21:32:49.327227+00",,
"74cd9842-fff8-443c-a46d-ee4dd6034795","3f406828-077a-475e-83c6-7156a86c2dd6","test_a6b26bb9@test.local","$2b$12$xd.Q2bzdrKkJXh0iMqIa0OBPwW2NfhtU4dyEAQ8X/ceocJEV504oy","false","false","ativo",,"2026-01-08 22:11:13.369574+00","2026-01-08 22:11:13.369574+00",,
